,category,movie_id,year,count,mean,std
158,1,160,1996,7855.0,2.825716104392107,0.9896591220516506
159,3,161,1996,15092.0,3.8218923933209648,0.8270830956463897
161,1,163,1996,3589.0,3.483142936751184,0.969465561443714
163,3,165,1996,19880.0,3.4891348088531187,0.8785512863402638
166,1,168,1996,4882.0,3.3951249487914787,1.0188556248167349
168,1,170,1996,2152.0,3.282063197026022,0.9842524932326948
170,1,172,1996,4613.0,2.8625623238673317,0.963206973699306
171,1,173,1996,5953.0,2.8420964219721148,0.956511589830888
183,1,185,1996,14560.0,3.35,0.8779647896427614
184,1,186,1996,5480.0,3.147080291970803,0.8999455768939431
191,1,193,1996,3186.0,2.43879472693032,1.2070651476062046
192,3,194,1996,2048.0,3.99365234375,0.8579970883683883
193,1,195,1996,1657.0,3.2112251056125527,0.8667472137304069
194,1,196,1996,5610.0,3.0741532976827095,0.921519460023109
196,1,198,1996,2414.0,3.551781275890638,0.9537648349281356
201,1,203,1996,2578.0,3.2777346780449963,1.050369406814636
202,1,204,1996,4815.0,3.2803738317757007,0.9379918404722065
205,1,207,1996,2548.0,3.5733908948194664,0.9890003405478442
206,1,208,1996,13771.0,3.0590371069639097,0.9304422555955324
214,1,216,1996,2072.0,3.1935328185328187,1.1433669348636166
216,1,218,1996,2469.0,3.4025921425678414,0.9479619463977978
219,1,222,1996,2702.0,3.6036269430051813,0.867463728057805
220,4,223,1996,4145.0,3.924246079613993,1.0103486330369487
221,1,224,1996,4027.0,3.549043953315123,0.9373128320161632
222,1,225,1996,9491.0,3.382362237909599,0.8393263040942897
224,1,227,1996,3131.0,3.2076014053018205,0.8423796899438952
227,1,230,1996,3271.0,3.6933659431366554,0.8541043274274497
228,1,231,1996,15891.0,2.84022402617834,1.1563524389324253
229,3,232,1996,1913.0,4.067956089911134,0.8777722694792272
231,1,234,1996,2116.0,2.8794896030245747,0.9993543657558166
232,3,235,1996,5520.0,3.6288043478260867,0.980551973257246
233,1,236,1996,6459.0,3.404861433658461,0.8163973908273044
234,1,237,1996,3788.0,3.3373812038014785,0.8299940381659372
243,3,246,1996,3424.0,4.022488317757009,0.9712893388201732
244,3,247,1996,1626.0,3.923739237392374,0.9183743716059133
245,1,248,1996,2076.0,3.132466281310212,0.8616520340474831
246,3,249,1996,2123.0,3.690061234102685,0.9337277180632116
249,1,252,1996,5552.0,3.3197046109510087,0.8234016813626427
250,3,253,1996,13553.0,3.4044860916402273,0.9331478968865105
253,1,256,1996,4458.0,3.1141767608793183,0.8437344507363134
254,1,257,1996,2440.0,3.529918032786885,0.8093893404226016
257,4,260,1996,2412.0,4.101990049751244,0.9191520553955501
258,3,261,1996,4925.0,3.7602030456852793,0.9353383333955879
262,3,265,1996,4844.0,3.995871180842279,0.9411681715153134
263,3,266,1996,7964.0,3.60271220492215,0.9915492108540834
269,3,272,1996,3786.0,3.8079767564712097,0.9043267640389099
270,1,273,1996,3668.0,3.248636859323882,0.892541464411098
273,1,276,1996,3279.0,3.161024702653248,0.8717271147548783
274,1,277,1996,4291.0,3.673269634117921,0.9289345260139836
277,3,280,1996,2815.0,3.8156305506216697,0.8504591877652011
278,3,281,1996,2115.0,3.67565011820331,0.8269056375084005
279,1,282,1996,6624.0,3.616243961352657,0.9324531320060859
285,1,288,1996,11674.0,3.1485352064416654,1.219731266810017
286,1,289,1996,1685.0,3.397626112759644,0.8411868469203101
289,1,292,1996,15774.0,3.564473183720046,0.8475327255030494
290,4,293,1996,5563.0,3.7824914614416683,0.9455524943963679
293,4,296,1996,22949.0,3.992548694932241,1.117385349196964
297,3,300,1996,11464.0,3.6575366364270763,0.8350626130452121
300,1,303,1996,2301.0,3.148631029986962,0.9163178174070332
302,1,305,1996,2080.0,2.7899038461538463,1.0214599659949788
303,3,306,1996,1966.0,4.089521871820956,0.9640468537174952
304,3,307,1996,1810.0,3.9519337016574587,0.9667833840568089
305,3,308,1996,1568.0,3.888392857142857,0.9591093340915537
312,1,315,1996,6704.0,3.076073985680191,0.9501369882704562
313,1,316,1996,17669.0,3.3390118286264077,0.926899079320251
314,1,317,1996,8365.0,3.3115361625821875,0.9028712873333674
315,4,318,1996,17164.0,4.470286646469354,0.7471847447634126
316,3,319,1996,2167.0,3.8403322565759113,0.9193605913576506
323,1,327,1996,1900.0,3.0431578947368423,1.1257110683897982
325,1,329,1996,16690.0,3.425104853205512,0.9220594365659429
329,1,333,1996,4018.0,3.270034843205575,1.0232561132088611
333,3,337,1996,6059.0,3.715794685591682,0.9143403260585552
334,1,338,1996,2291.0,3.180707114797032,0.9044256191880463
335,1,339,1996,14215.0,3.6187829757298626,0.8702671532767027
338,1,342,1996,3377.0,3.59638732602902,0.9568405388353666
340,1,344,1996,20509.0,2.9636257252913354,1.108614441395091
341,3,345,1996,2463.0,3.750710515631344,0.9965285514105751
344,3,348,1996,3364.0,3.699464922711058,0.9031545200480506
345,3,349,1996,19606.0,3.719014587371213,0.8215737897837143
346,1,350,1996,8561.0,3.5605653545146594,0.7866323928357074
347,1,351,1996,1531.0,3.3677335075114305,0.857861010449281
349,3,353,1996,5137.0,3.540393225618065,0.9868556304620548
351,1,355,1996,3881.0,2.7619170316928625,0.8491978230065256
352,4,356,1996,19130.0,4.125457396759018,0.9303436736661655
353,3,357,1996,10329.0,3.7036499177074256,0.9155824843460104
357,1,361,1996,2079.0,3.430976430976431,0.752232838573825
358,1,362,1996,3060.0,3.6209150326797386,0.8675361507378445
360,3,364,1996,13780.0,3.809433962264151,0.921616825733197
363,1,367,1996,12338.0,3.3558923650510617,0.9163911647790153
364,1,368,1996,5692.0,3.526177090653549,0.8183344933975804
366,1,370,1996,4626.0,3.184824902723735,0.8962353344628411
367,1,371,1996,2583.0,3.3128145567169955,0.7408742083719585
368,1,372,1996,2311.0,3.255300735612289,0.8205616717456324
370,1,374,1996,1705.0,2.757184750733138,0.9139870630432994
372,1,376,1996,3646.0,3.4023587493143173,0.7931012066177414
373,1,377,1996,14187.0,3.7938958201170085,0.8558665192675745
376,1,380,1996,22926.0,3.573017534676786,0.9070971507342919
377,1,381,1996,2619.0,3.520427644138984,0.8869775807850737
378,1,382,1996,2007.0,3.212755356253114,0.7432492670839959
379,1,383,1996,2179.0,3.2193666819642037,0.8606121227969131
406,1,410,1996,10956.0,3.0609711573566996,0.8506593285146641
408,3,412,1996,1668.0,3.5845323741007196,0.8881952392320519
409,1,413,1996,2132.0,2.8395872420262664,0.9295046027626808
411,1,415,1996,1723.0,3.037144515380151,0.7679795168730907
415,1,419,1996,2105.0,2.747268408551069,0.9196696157654403
416,1,420,1996,8475.0,2.87834808259587,0.9318010046378367
423,1,427,1996,1837.0,2.7120304844855743,1.0923242110640619
427,3,431,1996,2478.0,3.6444713478611783,0.8447943751709209
428,1,432,1996,6741.0,2.9961430054888,0.8180003589617361
430,1,434,1996,15678.0,3.225411404515882,0.8684396435313747
431,1,435,1996,6580.0,2.744984802431611,0.9014423680869748
436,1,440,1996,8847.0,3.6298180174070307,0.7853979096243108
438,1,442,1996,6630.0,3.268024132730015,0.8807902070114924
450,1,454,1996,14601.0,3.5448941853297717,0.7955708668707321
451,1,455,1996,2431.0,2.9732620320855614,0.9426479716146002
453,3,457,1996,21619.0,4.114205097368056,0.7791881814795336
462,1,466,1996,4108.0,3.0555014605647517,0.8675837986457365
464,1,468,1996,3266.0,3.4105939987752603,0.8733581748486706
467,3,471,1996,3100.0,3.614193548387097,0.9139440897825509
470,3,474,1996,7702.0,3.794339132692807,0.7448244300011082
471,3,475,1996,2843.0,3.978543791769258,0.804126228029205
473,3,477,1996,2358.0,3.595419847328244,0.8567361510774864
476,3,480,1996,18307.0,3.8360736330365435,0.8798413992515448
477,1,481,1996,1622.0,3.4192355117139335,0.8854572012784239
481,1,485,1996,4677.0,3.013042548642292,0.8696238241300744
485,1,489,1996,1678.0,2.938021454112038,0.7858142362229873
486,1,490,1996,1519.0,3.3949967083607637,0.7856595020015587
487,1,491,1996,2662.0,3.567242674680691,0.8033805783772103
490,1,494,1996,3703.0,3.6151768836078855,0.8534778152848961
493,3,497,1996,4588.0,3.9823452484742807,0.8978294157121325
496,1,500,1996,13090.0,3.6297173414820474,0.870051627947459
504,3,508,1996,6931.0,3.9319001587072573,0.8602037473761519
505,3,509,1996,6974.0,3.76139948379696,1.0312045715350666
510,1,514,1996,1815.0,3.4523415977961434,0.8050377312506832
511,3,515,1996,4594.0,3.929473225946887,0.9010661277635649
515,1,519,1996,1516.0,2.5745382585751977,0.9186649722333936
516,1,520,1996,4142.0,2.959681313375181,0.9712439685756
520,3,524,1996,1862.0,3.5810955961331903,0.8915552721636979
523,4,527,1996,10717.0,4.514696276943174,0.7584865960729363
525,3,529,1996,3061.0,3.8676902972884677,0.8458693502235773
527,3,531,1996,2318.0,3.6893874029335634,0.8868577034401451
528,1,532,1996,2333.0,3.05486498071153,0.974586441400645
529,1,533,1996,1797.0,3.0740122426266,0.8012922371352679
530,3,534,1996,1931.0,3.9347488348006214,0.8762196098918374
531,3,535,1996,1747.0,3.745850028620492,0.9229036219885962
533,1,537,1996,1509.0,3.2756792577866136,0.8333712130580381
535,1,539,1996,11175.0,3.694765100671141,0.8686742375285915
536,1,540,1996,2702.0,2.9059955588452997,0.880939485366455
539,1,543,1996,2649.0,3.186107965269913,0.9000773659936924
547,3,551,1996,5488.0,3.556122448979592,0.9832490119976548
548,1,552,1996,3910.0,3.363171355498721,0.8055030533090523
549,3,553,1996,6669.0,3.662468136152347,0.9155406726231174
551,3,555,1996,4561.0,3.777899583424688,0.9183810457416127
579,1,585,1996,3474.0,2.8583765112262522,0.9859831406661529
580,1,586,1996,9618.0,3.156581409856519,0.9254294758384101
581,1,587,1996,12001.0,3.6222814765436215,0.9141846063192149
582,3,588,1996,20748.0,3.6747638326585697,0.9148788148735714
583,3,589,1996,14519.0,3.95557545285488,0.8785745543163511
584,3,590,1996,24915.0,3.800762592815573,0.9191657949680143
586,3,592,1996,25760.0,3.2541537267080747,0.7414524655410251
587,4,593,1996,18465.0,4.273598700243705,0.825548612505707
588,1,594,1996,4901.0,3.743113650275454,0.9032345600951991
589,3,595,1996,18193.0,3.6768537349530037,0.954299369196165
590,1,596,1996,2936.0,3.6955040871934606,0.8848104261777765
591,1,597,1996,12410.0,3.474939564867043,0.8901601314414362
602,4,608,1996,5215.0,4.168552253116012,0.9478988300874367
604,1,610,1996,2520.0,3.5575396825396823,0.9845283380606777
610,1,616,1996,2729.0,3.529497984609747,0.8719049601982839
621,3,628,1996,1559.0,3.662604233483002,0.8872690452578038
630,1,637,1996,1527.0,3.0805500982318272,0.9276205619175298
640,1,648,1996,7294.0,3.5400329037565124,0.8778245544856054
645,1,653,1996,2124.0,3.5042372881355934,0.9407711392831618
653,1,661,1996,1697.0,3.4614024749558046,0.9403562972972063
696,1,708,1996,3140.0,3.671019108280255,0.8362530279438769
721,4,733,1996,4616.0,3.984835355285962,0.8518590307121564
724,1,736,1996,8250.0,3.623878787878788,0.9447005835091166
765,4,778,1996,1760.0,4.263636363636364,0.8753047799489255
767,2,780,1996,8675.0,3.827435158501441,0.9886764017969771
770,2,783,1996,1895.0,3.7366754617414246,0.9796237277910329
771,2,784,1996,1570.0,2.871337579617834,1.064524475472525
773,1,786,1996,3303.0,3.5843172873145623,0.865285064080506
775,2,788,1996,1997.0,3.368052078117176,0.988531866858894
1017,4,1036,1996,1822.0,3.9928649835345773,0.8288149591830467
1052,4,1073,1996,3142.0,3.6801400381922345,0.9487908051010923
1445,2,1485,1997,1920.0,3.5239583333333333,1.010342018117152
2386,1,2470,1999,1881.0,3.2801701222753854,0.9473788996772396
2445,4,2529,1999,1751.0,3.667047401484866,1.0267531724715464
2455,1,2539,1999,1812.0,3.359271523178808,0.9373277094504884
2487,4,2571,1999,4322.0,4.097639981490051,1.0325411150742232
2515,3,2599,1999,2272.0,4.055897887323944,0.9020503501081719
2533,2,2617,1999,1718.0,3.1408614668218857,1.1436975066080604
2544,2,2628,1999,3726.0,3.2995169082125604,1.1907630096216297
2556,2,2640,1999,1856.0,3.408405172413793,0.9276899052351052
2572,2,2657,1999,1916.0,3.3220250521920667,1.216576230533225
2586,2,2671,1999,1578.0,3.5183776932826363,1.0078849086841877
2598,2,2683,1999,2389.0,3.287986605274173,1.1575737809949624
2614,1,2699,1999,1698.0,2.9151943462897525,0.9654576211860683
2615,4,2700,1999,1799.0,3.500833796553641,1.3386005237705143
2625,2,2710,1999,3154.0,3.2346227013316424,1.2859951184434997
2627,2,2712,1999,2159.0,3.219546086150996,1.245926663480351
2631,4,2716,1999,3200.0,3.7096875,0.9536458212847632
2677,4,2762,1999,3815.0,4.18610747051114,0.8912944481910954
2678,1,2763,1999,1758.0,3.4288964732650737,0.9936085041451017
2685,1,2770,1999,1865.0,3.3211796246648793,0.981757807785024
2706,4,2791,1999,2392.0,3.862040133779264,1.0324053612026054
2712,4,2797,1999,2389.0,3.7856843867727084,0.8868739460368504
2773,4,2858,1999,4554.0,4.473869126043039,0.8414099253159485
2805,1,2890,1999,1711.0,3.711279953243717,0.9755407248243797
2831,4,2916,1999,2182.0,3.5985334555453714,0.9528824744498102
2833,4,2918,1999,2064.0,4.011627906976744,0.9261957410650922
2900,2,2985,1999,1533.0,3.295499021526419,1.042547512316048
2902,4,2987,1999,2225.0,3.5496629213483146,0.9751319425552837
3124,4,3210,2000,1876.0,3.779317697228145,0.9428007995053755
3167,2,3253,2000,2423.0,3.537350392075939,0.963489089746178
3169,1,3255,2000,2252.0,3.6438721136767316,0.8681095222829021
3170,3,3256,2000,2366.0,3.721048182586644,0.8483018232334143
3275,3,3361,2000,2080.0,3.827403846153846,0.9156430020221346
3276,4,3362,2000,1584.0,4.037247474747475,0.8346576796459587
3277,3,3363,2000,1865.0,4.028418230563003,0.8368824459999341
3321,4,3408,2000,2515.0,3.8667992047713717,0.8875470414770638
3330,3,3418,2000,3000.0,3.7356666666666665,0.9532912165772969
3333,3,3421,2000,2183.0,3.9867155290884106,1.0174046234873682
3336,3,3424,2000,1598.0,3.927409261576971,0.9780238578194038
3360,4,3448,2000,2116.0,3.694234404536862,0.8792780349576758
3362,1,3450,2000,1533.0,3.384866275277234,1.0009554500805589
3383,4,3471,2000,2875.0,3.9711304347826086,0.9146993806080853
3393,4,3481,2000,2600.0,3.9684615384615385,0.9307317443267927
3410,4,3499,2000,1761.0,3.8216922203293584,0.8719138292700701
3437,1,3526,2000,1533.0,3.7116764514024787,0.9063746507485271
3438,4,3527,2000,2252.0,3.6429840142095915,0.955462944914466
3453,3,3543,2000,1631.0,3.9834457388105458,0.86816675723788
3462,4,3552,2000,1762.0,3.7616345062429057,1.059256940285714
3465,1,3555,2000,1515.0,3.4924092409240926,0.9639001529215901
3488,4,3578,2000,3197.0,4.086330935251799,0.9340205832297824
3533,2,3623,2000,2232.0,3.202956989247312,1.0925485123540934
3581,4,3671,2000,1680.0,4.016666666666667,0.9606719572725003
3612,2,3702,2000,1613.0,3.652200867947923,0.9633110442965768
3613,4,3703,2000,1614.0,3.6889714993804215,0.9751607217075403
3661,2,3751,2000,2166.0,3.9478301015697137,0.946881304026881
3663,2,3753,2000,1900.0,3.6763157894736844,1.0850931654650555
3665,2,3755,2000,1665.0,3.3177177177177177,1.0038768980900135
3703,4,3793,2000,2462.0,3.8330625507717304,0.9015740239093221
3992,4,4085,2001,1740.0,3.72183908045977,0.8353084140621048
4133,4,4226,2001,2331.0,4.386958386958387,0.8366506736803342
4153,2,4246,2001,1580.0,3.7177215189873416,0.9253668794598378
4212,4,4306,2001,2367.0,4.14702154626109,0.8680572896505414
4267,3,4361,2001,1784.0,3.8536995515695067,0.9296075867055925
5253,4,5349,2002,2180.0,3.8605504587155965,0.9143211555662932
5282,2,5378,2002,1743.0,3.51061388410786,1.067620088762299
6235,4,6333,2003,1764.0,3.9104308390022675,0.7862430582589843
6261,2,6365,2003,2537.0,3.5476941269215607,0.9934186049703824
6430,4,6539,2003,1526.0,4.025557011795544,0.741289650050582
7250,4,7361,2004,1637.0,4.209529627367135,0.7820695922192631
7313,4,7438,2004,1848.0,4.02435064935065,0.8729230810035867
7939,2,8622,2004,1621.0,3.8729179518815546,1.0410764544473627
7953,2,8636,2004,1704.0,3.9809272300469485,0.8022758786251023
9921,4,32587,2005,2277.0,3.9426877470355732,0.9649550721641491
10101,2,33493,2005,2564.0,3.6969578783151325,0.9590801190599203
10154,4,33794,2005,2452.0,4.058319738988581,0.7042623270238503
10873,4,44191,2006,2413.0,3.9177372565271447,0.8248123675822768
11646,4,51255,2007,1529.0,3.9169391759319816,0.7901352174621304
11691,4,51662,2007,2130.0,3.774882629107981,1.0169549544399314
12135,0,56782,2008,1735.0,3.9389048991354465,0.8930798670705533
12230,0,58559,2008,3823.0,4.337823698665969,0.7277037663986602
12279,0,59315,2008,2965.0,4.012141652613828,0.7189508448494125
12299,0,59615,2008,1554.0,3.0756113256113258,0.9199672679725108
12331,0,60069,2008,1995.0,4.135588972431077,0.7751381224047185
