movieId,gen,title_new,year
216,['Comedy'],Billy Madison ,1995
217,"['Drama', 'Thriller']","Babysitter, The ",1995
218,"['Comedy', 'Drama']",Boys on the Side ,1995
219,['Drama'],"Cure, The ",1995
220,['Horror'],Castle Freak ,1995
222,"['Drama', 'Romance']",Circle of Friends ,1995
223,['Comedy'],Clerks ,1994
224,"['Comedy', 'Drama', 'Romance']",Don Juan DeMarco ,1995
225,"['Drama', 'Thriller']",Disclosure ,1994
226,['Thriller'],Dream Man ,1995
227,"['Action', 'Thriller']",Drop Zone ,1994
228,['Comedy'],Destiny Turns on the Radio ,1995
229,"['Drama', 'Thriller']",Death and the Maiden ,1994
230,"['Drama', 'Thriller']",Dolores Claiborne ,1995
231,"['Adventure', 'Comedy']",Dumb & Dumber (Dumb and Dumber) ,1994
232,"['Comedy', 'Drama', 'Romance']",Eat Drink Man Woman (Yin shi nan nu) ,1994
233,['Drama'],Exotica ,1994
234,['Comedy'],Exit to Eden ,1994
235,"['Comedy', 'Drama']",Ed Wood ,1994
236,"['Action', 'Comedy', 'Romance']",French Kiss ,1995
237,"['Comedy', 'Romance']",Forget Paris ,1995
238,"['Adventure', 'Children']",Far From Home: The Adventures of Yellow Dog ,1995
239,"['Animation', 'Children', 'Comedy', 'Romance']","Goofy Movie, A ",1995
240,['Thriller'],Hideaway ,1995
241,"['Children', 'Drama']",Fluke ,1995
242,"['Drama', 'Musical']",Farinelli: il castrato ,1994
243,"['Children', 'Comedy', 'Fantasy']",Gordy ,1995
244,"['Animation', 'Children']",Gumby: The Movie ,1995
245,"['Crime', 'Drama']",The Glass Shield ,1994
246,['Documentary'],Hoop Dreams ,1994
247,"['Crime', 'Drama']",Heavenly Creatures ,1994
248,['Comedy'],Houseguest ,1994
249,"['Drama', 'Romance']",Immortal Beloved ,1994
250,"['Children', 'Comedy']",Heavyweights (Heavy Weights) ,1995
251,['Action'],"Hunted, The ",1995
252,"['Comedy', 'Romance']",I.Q. ,1994
253,"['Drama', 'Horror']",Interview with the Vampire: The Vampire Chronicles ,1994
254,['Drama'],Jefferson in Paris ,1995
255,['Comedy'],"Jerky Boys, The ",1995
256,"['Comedy', 'Sci-Fi']",Junior ,1994
257,"['Mystery', 'Thriller']",Just Cause ,1995
258,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']","Kid in King Arthur's Court, A ",1995
259,"['Crime', 'Drama', 'Thriller']",Kiss of Death ,1995
260,"['Action', 'Adventure', 'Sci-Fi']",Star Wars: Episode IV - A New Hope ,1977
261,['Drama'],Little Women ,1994
262,"['Children', 'Drama']","Little Princess, A ",1995
263,['Drama'],Ladybird Ladybird ,1994
264,['Drama'],"Enfer, L' ",1994
265,"['Drama', 'Fantasy', 'Romance']",Like Water for Chocolate (Como agua para chocolate) ,1992
266,"['Drama', 'Romance', 'War', 'Western']",Legends of the Fall ,1994
267,['Comedy'],Major Payne ,1995
268,"['Crime', 'Drama']",Little Odessa ,1994
269,['Drama'],My Crazy Life (Mi vida loca) ,1993
270,"['Drama', 'Romance']",Love Affair ,1994
271,['Drama'],Losing Isaiah ,1995
272,"['Comedy', 'Drama']","Madness of King George, The ",1994
273,"['Drama', 'Horror', 'Sci-Fi']",Mary Shelley's Frankenstein (Frankenstein) ,1994
274,['Comedy'],Man of the House ,1995
275,['Comedy'],Mixed Nuts ,1994
276,"['Comedy', 'Romance']",Milk Money ,1994
277,['Drama'],Miracle on 34th Street ,1994
278,['Comedy'],Miami Rhapsody ,1995
279,['Drama'],My Family ,1995
280,"['Drama', 'Thriller']",Murder in the First ,1995
281,"['Comedy', 'Drama', 'Romance']",Nobody's Fool ,1994
282,['Drama'],Nell ,1994
283,"['Crime', 'Drama']",New Jersey Drive ,1995
284,"['Action', 'Crime']",New York Cop (Nyû Yôku no koppu) ,1993
285,"['Drama', 'Horror']",Beyond Bedlam ,1993
286,"['Action', 'Sci-Fi', 'Thriller']",Nemesis 2: Nebula ,1995
287,"['Comedy', 'Romance']",Nina Takes a Lover ,1994
288,"['Action', 'Crime', 'Thriller']",Natural Born Killers ,1994
289,"['Comedy', 'Romance']",Only You ,1994
290,"['Crime', 'Drama']",Once Were Warriors ,1994
291,"['Drama', 'Thriller']",Poison Ivy II ,1996
292,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Outbreak ,1995
293,"['Action', 'Crime', 'Drama', 'Thriller']",Léon: The Professional (a.k.a. The Professional) (Léon) ,1994
294,"['Comedy', 'Romance']","Perez Family, The ",1995
295,"['Comedy', 'Romance']","Pyromaniac's Love Story, A ",1995
296,"['Comedy', 'Crime', 'Drama', 'Thriller']",Pulp Fiction ,1994
297,['Drama'],Panther ,1995
298,['Drama'],Pushing Hands (Tui shou) ,1992
299,['Drama'],Priest ,1994
300,['Drama'],Quiz Show ,1994
301,"['Drama', 'Romance']",Picture Bride (Bijo photo) ,1994
302,"['Drama', 'Romance']","Queen Margot (Reine Margot, La) ",1994
303,"['Action', 'Thriller', 'Western']","Quick and the Dead, The ",1995
304,"['Comedy', 'Drama']",Roommates ,1995
305,['Comedy'],Ready to Wear (Pret-A-Porter) ,1994
306,['Drama'],Three Colors: Red (Trois couleurs: Rouge) ,1994
307,['Drama'],Three Colors: Blue (Trois couleurs: Bleu) ,1993
308,"['Comedy', 'Drama']",Three Colors: White (Trzy kolory: Bialy) ,1994
309,['Drama'],"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) ",1994
310,['Comedy'],Rent-a-Kid ,1995
311,"['Horror', 'Thriller']",Relative Fear ,1994
312,['Comedy'],Stuart Saves His Family ,1995
313,"['Animation', 'Children']","Swan Princess, The ",1994
314,"['Children', 'Drama', 'Fantasy', 'Mystery']","Secret of Roan Inish, The ",1994
315,"['Action', 'Drama', 'Thriller']","Specialist, The ",1994
316,"['Action', 'Adventure', 'Sci-Fi']",Stargate ,1994
317,"['Comedy', 'Drama', 'Fantasy']","Santa Clause, The ",1994
318,"['Crime', 'Drama']","Shawshank Redemption, The ",1994
319,"['Comedy', 'Drama', 'Thriller']",Shallow Grave ,1994
320,"['Film-Noir', 'Thriller']",Suture ,1993
321,['Drama'],Strawberry and Chocolate (Fresa y chocolate) ,1993
322,"['Comedy', 'Drama']",Swimming with Sharks ,1995
324,"['Comedy', 'Drama']","Sum of Us, The ",1994
325,['Comedy'],National Lampoon's Senior Trip ,1995
326,['Drama'],To Live (Huozhe) ,1994
327,"['Action', 'Comedy', 'Sci-Fi']",Tank Girl ,1995
328,"['Horror', 'Thriller']",Tales from the Crypt Presents: Demon Knight ,1995
329,"['Adventure', 'Drama', 'Sci-Fi']",Star Trek: Generations ,1994
330,"['Action', 'Crime', 'Horror']",Tales from the Hood ,1995
331,['Drama'],Tom & Viv ,1994
332,"['Horror', 'Sci-Fi']",Village of the Damned ,1995
333,['Comedy'],Tommy Boy ,1995
334,['Drama'],Vanya on 42nd Street ,1994
335,"['Mystery', 'Thriller']",Underneath ,1995
336,"['Drama', 'War']","Walking Dead, The ",1995
337,['Drama'],What's Eating Gilbert Grape ,1993
338,"['Action', 'Sci-Fi', 'Thriller']",Virtuosity ,1995
339,"['Comedy', 'Romance']",While You Were Sleeping ,1995
340,"['Adventure', 'Drama', 'War']","War, The ",1994
341,['Drama'],Double Happiness ,1994
342,['Comedy'],Muriel's Wedding ,1994
343,['Children'],"Baby-Sitters Club, The ",1995
344,['Comedy'],Ace Ventura: Pet Detective ,1994
345,"['Comedy', 'Drama']","Adventures of Priscilla, Queen of the Desert, The ",1994
346,"['Drama', 'Musical']",Backbeat ,1993
347,"['Drama', 'Film-Noir', 'Romance']",Bitter Moon ,1992
348,['Comedy'],Bullets Over Broadway ,1994
349,"['Action', 'Crime', 'Drama', 'Thriller']",Clear and Present Danger ,1994
350,"['Drama', 'Mystery', 'Thriller']","Client, The ",1994
351,"['Comedy', 'Drama', 'Romance']","Corrina, Corrina ",1994
352,"['Comedy', 'Drama']",Crooklyn ,1994
353,"['Action', 'Crime', 'Fantasy', 'Thriller']","Crow, The ",1994
354,['Drama'],Cobb ,1994
355,"['Children', 'Comedy', 'Fantasy']","Flintstones, The ",1994
356,"['Comedy', 'Drama', 'Romance', 'War']",Forrest Gump ,1994
357,"['Comedy', 'Romance']",Four Weddings and a Funeral ,1994
358,['Drama'],Higher Learning ,1995
359,"['Comedy', 'Drama', 'Romance']",I Like It Like That ,1994
360,"['Action', 'Comedy']",I Love Trouble ,1994
361,"['Comedy', 'Drama', 'Romance']",It Could Happen to You ,1994
362,"['Adventure', 'Children', 'Romance']","Jungle Book, The ",1994
363,['Documentary'],"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) ",1993
364,"['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']","Lion King, The ",1994
365,['Drama'],Little Buddha ,1993
366,"['Drama', 'Horror', 'Mystery', 'Thriller']","Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) ",1994
367,"['Action', 'Comedy', 'Crime', 'Fantasy']","Mask, The ",1994
368,"['Adventure', 'Comedy', 'Western']",Maverick ,1994
369,['Drama'],Mrs. Parker and the Vicious Circle ,1994
370,"['Action', 'Comedy']",Naked Gun 33 1/3: The Final Insult ,1994
371,"['Comedy', 'Drama']","Paper, The ",1994
372,"['Comedy', 'Drama', 'Romance']",Reality Bites ,1994
373,['Thriller'],Red Rock West ,1992
374,"['Children', 'Comedy']",Richie Rich ,1994
375,['Drama'],Safe Passage ,1994
376,"['Action', 'Thriller']","River Wild, The ",1994
377,"['Action', 'Romance', 'Thriller']",Speed ,1994
378,"['Comedy', 'Romance']",Speechless ,1994
379,"['Action', 'Sci-Fi', 'Thriller']",Timecop ,1994
380,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",True Lies ,1994
381,"['Drama', 'Romance']",When a Man Loves a Woman ,1994
382,"['Drama', 'Horror', 'Romance', 'Thriller']",Wolf ,1994
383,['Western'],Wyatt Earp ,1994
384,"['Action', 'Crime', 'Drama']",Bad Company ,1995
385,['Drama'],"Man of No Importance, A ",1994
386,['Drama'],S.F.W. ,1994
387,"['Action', 'Comedy']","Low Down Dirty Shame, A ",1994
388,['Drama'],Boys Life ,1995
389,"['Drama', 'Romance', 'War']","Colonel Chabert, Le ",1994
390,"['Action', 'Crime', 'Drama']",Faster Pussycat! Kill! Kill! ,1965
391,"['Crime', 'Drama']",Jason's Lyric ,1994
392,"['Adventure', 'Animation']","Secret Adventures of Tom Thumb, The ",1993
393,"['Action', 'Adventure', 'Fantasy']",Street Fighter ,1994
394,['Comedy'],Coldblooded ,1995
395,"['Drama', 'Fantasy', 'Romance']",Desert Winds ,1995
396,['Drama'],Fall Time ,1995
397,['Horror'],"Fear, The ",1995
398,['Documentary'],Frank and Ollie ,1995
399,['Drama'],Girl in the Cadillac ,1995
400,['Drama'],Homage ,1995
401,"['Action', 'Thriller']",Mirage ,1995
402,['Comedy'],Open Season ,1996
403,"['Comedy', 'Crime', 'Drama']",Two Crimes (Dos crímenes) ,1995
404,['Documentary'],Brother Minister: The Assassination of Malcolm X ,1994
405,"['Action', 'Fantasy']",Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) ,1994
406,['Drama'],Federal Hill ,1994
407,"['Horror', 'Thriller']",In the Mouth of Madness ,1995
408,['Drama'],8 Seconds ,1994
409,"['Crime', 'Drama']",Above the Rim ,1994
410,"['Children', 'Comedy', 'Fantasy']",Addams Family Values ,1993
411,"['Comedy', 'Documentary']",Martin Lawrence: You So Crazy ,1994
412,['Drama'],"Age of Innocence, The ",1993
413,['Comedy'],Airheads ,1994
414,['Comedy'],"Air Up There, The ",1994
415,"['Comedy', 'Thriller']",Another Stakeout ,1993
416,['Western'],Bad Girls ,1994
417,"['Comedy', 'Romance']",Barcelona ,1994
418,['Drama'],Being Human ,1993
419,['Comedy'],"Beverly Hillbillies, The ",1993
420,"['Action', 'Comedy', 'Crime', 'Thriller']",Beverly Hills Cop III ,1994
421,"['Adventure', 'Children', 'Drama']",Black Beauty ,1994
422,['Thriller'],Blink ,1994
423,"['Action', 'Thriller']",Blown Away ,1994
424,['Drama'],Blue Chips ,1994
425,"['Drama', 'Romance']",Blue Sky ,1994
426,"['Horror', 'Sci-Fi', 'Thriller']",Body Snatchers ,1993
427,"['Drama', 'Mystery', 'Romance', 'Thriller']",Boxing Helena ,1993
428,['Drama'],"Bronx Tale, A ",1993
429,['Comedy'],Cabin Boy ,1994
430,"['Comedy', 'Drama']",Calendar Girl ,1993
431,"['Crime', 'Drama']",Carlito's Way ,1993
432,"['Adventure', 'Comedy', 'Western']",City Slickers II: The Legend of Curly's Gold ,1994
433,['Comedy'],Clean Slate ,1994
434,"['Action', 'Adventure', 'Thriller']",Cliffhanger ,1993
435,"['Comedy', 'Sci-Fi']",Coneheads ,1993
436,"['Drama', 'Thriller']",Color of Night ,1994
437,['Comedy'],Cops and Robbersons ,1994
438,"['Action', 'Comedy', 'Drama']","Cowboy Way, The ",1994
439,['Drama'],Dangerous Game ,1993
440,"['Comedy', 'Romance']",Dave ,1993
441,['Comedy'],Dazed and Confused ,1993
442,"['Action', 'Adventure', 'Sci-Fi']",Demolition Man ,1993
443,"['Adventure', 'Documentary']","Endless Summer 2, The ",1994
444,"['Comedy', 'Romance']",Even Cowgirls Get the Blues ,1993
445,['Comedy'],Fatal Instinct ,1993
446,"['Drama', 'Romance']",Farewell My Concubine (Ba wang bie ji) ,1993
447,"['Comedy', 'Romance']","Favor, The ",1994
448,['Drama'],Fearless ,1993
449,['Comedy'],Fear of a Black Hat ,1994
450,"['Comedy', 'Drama']",With Honors ,1994
451,"['Drama', 'Mystery', 'Romance']",Flesh and Bone ,1993
452,['Drama'],Widows' Peak ,1994
453,"['Comedy', 'Romance']",For Love or Money ,1993
454,"['Drama', 'Thriller']","Firm, The ",1993
455,"['Adventure', 'Children', 'Drama']",Free Willy ,1993
456,"['Crime', 'Drama', 'Thriller']",Fresh ,1994
457,['Thriller'],"Fugitive, The ",1993
458,"['Drama', 'Western']",Geronimo: An American Legend ,1993
459,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance', 'Thriller']","Getaway, The ",1994
460,['Comedy'],Getting Even with Dad ,1994
461,"['Drama', 'Romance']",Go Fish ,1994
462,"['Action', 'Adventure']","Good Man in Africa, A ",1994
463,"['Crime', 'Drama', 'Thriller']",Guilty as Sin ,1993
464,"['Action', 'Adventure', 'Crime', 'Thriller']",Hard Target ,1993
465,"['Action', 'Drama', 'War']",Heaven & Earth ,1993
466,"['Action', 'Comedy', 'War']",Hot Shots! Part Deux ,1993
467,['Comedy'],Live Nude Girls ,1995
468,"['Comedy', 'Romance']","Englishman Who Went Up a Hill But Came Down a Mountain, The ",1995
469,"['Drama', 'Romance']","House of the Spirits, The ",1993
470,['Comedy'],House Party 3 ,1994
471,['Comedy'],"Hudsucker Proxy, The ",1994
472,"['Comedy', 'Drama']",I'll Do Anything ,1994
473,"['Comedy', 'War']",In the Army Now ,1994
